Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
2022,Mesa Unified District,4235,Kerr Elementary School,4958,*,69,75,73,71,81,60,75,*,*,*,*,*,*,509
2022,Mesa Unified District,4235,Entz Elementary School,4959,16,72,81,71,93,72,76,89,*,*,*,*,*,*,572
2022,Mesa Unified District,4235,Red Mountain Ranch Elementary,4960,40,59,50,61,58,56,62,65,*,*,*,*,*,*,451
2022,Mesa Unified District,4235,Bush Elementary,4961,*,69,68,75,82,65,79,67,*,*,*,*,*,*,523
2022,Mesa Unified District,4235,Las Sendas Elementary School,4962,*,99,93,109,114,103,122,97,*,*,*,*,*,*,737
2022,Mesa Unified District,4235,Eagleridge Enrichment Program,4967,*,44,72,74,64,79,69,68,51,46,*,*,*,*,567
2022,Mesa Unified District,4235,Carson Junior  High School,4969,*,*,*,*,*,*,*,*,556,563,*,*,*,*,1119
2022,Mesa Unified District,4235,Kino Junior High School,4970,*,*,*,*,*,*,*,*,488,537,*,*,*,*,1025
2022,Mesa Unified District,4235,Fremont Junior High School,4971,*,*,*,*,*,*,*,*,500,506,*,*,*,*,1006
2022,Mesa Unified District,4235,Poston Junior High School,4973,*,*,*,*,*,*,*,*,465,506,*,*,*,*,971
2022,Mesa Unified District,4235,Rhodes Junior High School,4974,*,*,*,*,*,*,*,*,338,389,*,*,*,*,727
2022,Mesa Unified District,4235,Taylor Junior High School,4975,*,*,*,*,*,*,*,*,498,551,*,*,*,*,1049
2022,Mesa Unified District,4235,Shepherd Junior High School,4977,*,*,*,*,*,*,*,*,298,329,*,*,*,*,630
2022,Mesa Unified District,4235,Stapley Junior High School,4979,*,*,*,*,*,*,*,*,484,468,*,*,*,*,952
2022,Mesa Unified District,4235,Mesa High School,4980,*,*,*,*,*,*,*,*,*,*,1194,853,703,611,3361
2022,Mesa Unified District,4235,Westwood High School,4981,*,*,*,*,*,*,*,*,*,*,1347,878,695,631,3551
2022,Mesa Unified District,4235,Mountain View High School,4982,*,*,*,*,*,*,*,*,*,*,1121,842,733,680,3376
2022,Mesa Unified District,4235,Dobson High School,4983,*,*,*,*,*,*,*,*,*,*,837,553,461,464,2315
2022,Mesa Unified District,4235,Red Mountain High School,4984,*,*,*,*,*,*,*,*,*,*,1004,859,766,755,3384
2022,Mesa Unified District,4235,Wilson Elementary School,6229,*,74,83,83,85,73,85,86,*,*,*,*,*,*,570
2022,Mesa Unified District,4235,Skyline High School,78917,*,*,*,*,*,*,*,*,*,*,782,553,490,479,2304
2022,Mesa Unified District,4235,Mesa Distance Learning Program,78930,*,*,*,*,*,*,*,*,*,24,42,33,25,61,213
2022,Mesa Unified District,4235,East Valley Academy,78932,*,*,*,*,*,*,*,*,*,*,58,88,61,45,252
2022,Mesa Unified District,4235,Patterson Elementary,78938,28,102,107,87,97,94,96,91,*,*,*,*,*,*,702
2022,Mesa Unified District,4235,Guerrero Elementary School,79225,*,51,55,56,67,68,53,69,*,*,*,*,*,*,429
2022,Mesa Unified District,4235,Smith Junior High School,79489,*,*,*,*,*,*,*,*,427,432,*,*,*,*,859
2022,Mesa Unified District,4235,Brinton Elementary,79490,*,56,67,64,55,63,74,63,*,*,*,*,*,*,443
2022,Mesa Unified District,4235,Red Mountain Center for Early Education,79687,187,*,*,*,*,*,*,*,*,*,*,*,*,*,187
2022,Mesa Unified District,4235,Zaharis Elementary,79807,15,94,104,120,110,110,123,109,*,*,*,*,*,*,785
2022,Mesa Unified District,4235,Early Education Center,80046,73,*,*,*,*,*,*,*,*,*,*,*,*,*,73
2022,Mesa Unified District,4235,Mesa Academy for Advanced Studies,89593,*,*,*,*,*,69,75,80,75,68,*,*,*,*,367
2022,Mesa Unified District,4235,Franklin Junior High School,90303,*,*,*,*,*,*,*,*,146,125,*,*,*,*,271
2022,Mesa Unified District,4235,Franklin at Alma Elementary,90752,*,57,51,56,40,43,54,35,*,*,*,*,*,*,336
2022,Mesa Unified District,4235,Summit Academy,90753,43,85,96,92,96,73,92,91,270,275,*,*,*,*,1214
2022,Mesa Unified District,4235,Franklin at Brimhall Elementary,91812,45,116,98,96,113,100,97,92,*,*,*,*,*,*,757
2022,Wickenburg Unified District,4236,Vulture Peak Middle School,4986,*,*,*,*,*,*,*,41,54,53,*,*,*,*,148
2022,Wickenburg Unified District,4236,Wickenburg High School,4987,*,*,*,*,*,*,*,*,*,*,133,121,134,94,484
2022,Wickenburg Unified District,4236,Hassayampa Elementary School,6001,23,39,48,35,40,44,49,*,*,*,*,*,*,*,278
2022,Wickenburg Unified District,4236,Festival Foothills Elementary School,89676,37,32,38,35,29,22,37,35,22,21,*,*,*,*,308
2022,Wickenburg Unified District,4236,Wickenburg Virtual Academy,91264,*,*,*,*,*,*,*,*,*,*,14,*,17,29,99
2022,Peoria Unified School District,4237,Peoria Elementary School,4989,42,54,57,66,61,51,61,50,77,48,*,*,*,*,567
2022,Peoria Unified School District,4237,Ira A Murphy,4990,*,41,53,40,57,60,53,42,51,55,*,*,*,*,452
2022,Peoria Unified School District,4237,Kachina Elementary School,4991,*,33,40,31,36,41,37,47,31,41,*,*,*,*,337
2022,Peoria Unified School District,4237,Heritage School,4992,*,58,43,40,51,60,57,51,51,67,*,*,*,*,478
2022,Peoria Unified School District,4237,Pioneer Elementary School,4993,*,33,45,51,50,44,47,36,50,56,*,*,*,*,412
2022,Peoria Unified School District,4237,Alta Loma School,4994,56,71,74,79,68,69,85,62,102,72,*,*,*,*,738
2022,Peoria Unified School District,4237,Desert Palms Elementary School,4995,64,44,45,46,37,38,43,42,49,52,*,*,*,*,460
2022,Peoria Unified School District,4237,Foothills Elementary School,4996,43,73,59,73,61,55,80,61,69,91,*,*,*,*,665
2022,Peoria Unified School District,4237,Copperwood School,4997,*,63,73,63,88,73,71,76,89,95,*,*,*,*,691
2022,Peoria Unified School District,4237,Sundance Elementary School,4998,42,65,69,62,45,71,54,81,48,81,*,*,*,*,618
2022,Peoria Unified School District,4237,Cotton Boll School,4999,*,87,64,79,95,91,89,93,98,105,*,*,*,*,801
2022,Peoria Unified School District,4237,Oakwood Elementary School,5000,*,98,113,91,92,97,94,118,107,121,*,*,*,*,931
2022,Peoria Unified School District,4237,Desert Valley Elementary School,5001,*,67,42,59,51,57,67,51,66,58,*,*,*,*,518
2022,Peoria Unified School District,4237,Sahuaro Ranch Elementary School,5002,*,82,78,75,64,78,60,62,80,81,*,*,*,*,660
2022,Peoria Unified School District,4237,Oasis Elementary School,5003,70,68,69,76,79,77,79,68,78,88,*,*,*,*,752
2022,Peoria Unified School District,4237,Sun Valley Elementary School,5004,*,86,85,70,91,82,75,92,80,107,*,*,*,*,769
2022,Peoria Unified School District,4237,Sky View Elementary School,5005,52,51,51,58,56,49,52,59,40,55,*,*,*,*,523
2022,Peoria Unified School District,4237,Apache Elementary School,5006,46,57,65,70,77,68,94,76,86,91,*,*,*,*,730
2022,Peoria Unified School District,4237,Canyon Elementary School,5007,*,39,36,19,36,31,28,37,28,39,*,*,*,*,293
2022,Peoria Unified School District,4237,Marshall Ranch Elementary School,5008,*,85,63,81,66,65,69,86,79,71,*,*,*,*,666
2022,Peoria Unified School District,4237,Santa Fe Elementary School,5009,*,75,71,89,83,80,89,83,86,90,*,*,*,*,746
2022,Peoria Unified School District,4237,Paseo Verde Elementary School,5010,*,70,65,79,91,82,84,92,92,100,*,*,*,*,756
2022,Peoria Unified School District,4237,Desert Harbor Elementary School,5011,36,76,63,75,89,73,102,76,84,82,*,*,*,*,756
2022,Peoria Unified School District,4237,Cheyenne Elementary School,5012,*,66,40,49,64,75,75,72,70,63,*,*,*,*,574
2022,Peoria Unified School District,4237,Peoria High School,5013,*,*,*,*,*,*,*,*,*,*,402,413,406,361,1582
2022,Peoria Unified School District,4237,Cactus High School,5014,*,*,*,*,*,*,*,*,*,*,264,320,290,296,1170
2022,Peoria Unified School District,4237,Ironwood High School,5015,*,*,*,*,*,*,*,*,*,*,525,518,460,400,1904
2022,Peoria Unified School District,4237,Centennial High School,5016,*,*,*,*,*,*,*,*,*,*,544,545,509,451,2049
2022,Peoria Unified School District,4237,Sunrise Mountain High School,5017,*,*,*,*,*,*,*,*,*,*,547,507,493,475,2022
2022,Peoria Unified School District,4237,Frontier Elementary School,6005,100,88,75,85,96,99,88,100,93,120,*,*,*,*,944
2022,Peoria Unified School District,4237,Peoria Flex Academy,6231,*,*,*,*,*,*,*,*,*,*,*,*,26,66,93
2022,Peoria Unified School District,4237,Coyote Hills Elementary School,79222,*,74,79,83,72,82,93,108,110,97,*,*,*,*,800
2022,Peoria Unified School District,4237,Country Meadows Elementary School,79223,33,86,103,110,106,110,107,97,123,126,*,*,*,*,1001
2022,Peoria Unified School District,4237,Zuni Hills Elementary School,79645,*,93,91,92,102,84,80,128,109,134,*,*,*,*,914
2022,Peoria Unified School District,4237,Parkridge Elementary,81144,39,95,110,92,103,102,87,82,104,89,*,*,*,*,903
2022,Peoria Unified School District,4237,Peoria eCampus,81207,*,24,28,31,29,40,34,36,24,38,18,46,45,61,454
2022,Peoria Unified School District,4237,Raymond S. Kellis,85835,*,*,*,*,*,*,*,*,*,*,494,454,448,406,1802
2022,Peoria Unified School District,4237,Liberty High School,87520,*,*,*,*,*,*,*,*,*,*,656,657,637,521,2471
2022,Peoria Unified School District,4237,Vistancia Elementary School,88397,61,97,98,99,124,112,123,123,128,147,*,*,*,*,1112
2022,Peoria Unified School District,4237,Lake Pleasant Elementary,90135,55,130,137,118,121,114,113,125,110,127,*,*,*,*,1150
2022,Peoria Unified School District,4237,Peoria Traditional School,91217,*,31,33,41,36,31,38,41,25,38,*,*,*,*,314
2022,Peoria Unified School District,4237,Sunset Heights Elementary School,92638,*,109,120,101,118,112,113,115,131,154,*,*,*,*,1074
2022,Peoria Unified School District,4237,Sunflower School,92645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24
2022,Peoria Unified School District,4237,GCC Early Childhood Learning Lab,1000302,17,*,*,*,*,*,*,*,*,*,*,*,*,*,17
2022,Gila Bend Unified District,4238,Gila Bend Elementary,5018,17,23,23,34,41,36,28,29,51,29,*,*,*,*,311
2022,Gila Bend Unified District,4238,Gila Bend High School,5019,*,*,*,*,*,*,*,*,*,*,44,36,32,30,142
2022,Gilbert Unified District,4239,Mesquite Jr High School,5021,*,*,*,*,*,*,*,*,413,476,*,*,*,*,889
2022,Gilbert Unified District,4239,Greenfield Junior High School,5022,*,*,*,*,*,*,*,*,583,557,*,*,*,*,1140
2022,Gilbert Unified District,4239,Gilbert Elementary School,5023,21,110,88,96,65,59,63,67,*,*,*,*,*,*,569
2022,Gilbert Unified District,4239,Greenfield Elementary School,5024,29,122,143,159,140,144,122,159,*,*,*,*,*,*,1018
2022,Gilbert Unified District,4239,Patterson Elementary School,5025,35,91,68,74,78,86,84,80,*,*,*,*,*,*,596
2022,Gilbert Unified District,4239,Neely Traditional Academy,5026,*,101,109,117,108,115,105,105,*,*,*,*,*,*,760
2022,Gilbert Unified District,4239,Pioneer Elementary School,5027,30,47,48,61,67,58,63,78,*,*,*,*,*,*,452
2022,Gilbert Unified District,4239,Islands Elementary School,5028,*,75,70,77,78,74,75,74,*,*,*,*,*,*,523
2022,Gilbert Unified District,4239,Burk Elementary School,5030,19,73,83,79,81,62,59,78,*,*,*,*,*,*,534
2022,Gilbert Unified District,4239,Val Vista Lakes Elementary School,5031,24,63,65,62,77,89,76,72,*,*,*,*,*,*,528
2022,Gilbert Unified District,4239,Mesquite Elementary School,5032,22,75,75,90,84,74,85,81,*,*,*,*,*,*,600
2022,Gilbert Unified District,4239,Harris Elementary School,5033,21,45,51,66,63,48,59,49,*,*,*,*,*,*,402
2022,Gilbert Unified District,4239,Playa del Rey Elementary School,5034,37,82,52,65,51,54,52,82,*,*,*,*,*,*,475
2022,Gilbert Unified District,4239,Towne Meadows Elementary School,5035,18,89,70,98,94,119,103,119,*,*,*,*,*,*,710
2022,Gilbert Unified District,4239,Sonoma Ranch Elementary School,5036,25,65,64,59,77,84,61,70,*,*,*,*,*,*,505
2022,Gilbert Unified District,4239,Superstition Springs Elementary,5037,25,116,103,100,107,101,98,101,*,*,*,*,*,*,751
2022,Gilbert Unified District,4239,Finley Farms Elementary,5038,*,98,63,84,88,84,85,89,*,*,*,*,*,*,591
2022,Gilbert Unified District,4239,Gilbert High School,5039,*,*,*,*,*,*,*,*,*,*,667,559,560,500,2286
2022,Gilbert Unified District,4239,Highland High School,5040,*,*,*,*,*,*,*,*,*,*,817,824,780,708,3129
2022,Gilbert Unified District,4239,Highland Jr High School,6006,*,*,*,*,*,*,*,*,484,552,*,*,*,*,1036
2022,Gilbert Unified District,4239,Mesquite High School,6007,*,*,*,*,*,*,*,*,*,*,336,391,356,321,1404
2022,Gilbert Unified District,4239,Oak Tree Elementary,78918,15,45,64,69,53,67,60,60,*,*,*,*,*,*,433
2022,Gilbert Unified District,4239,Settlers Point Elementary,78919,25,84,77,102,75,95,67,66,*,*,*,*,*,*,591
2022,Gilbert Unified District,4239,Carol Rae Ranch Elementary,79144,36,86,82,72,75,85,72,53,*,*,*,*,*,*,561
2022,Gilbert Unified District,4239,Boulder Creek Elementary,79145,33,72,76,74,58,72,58,89,*,*,*,*,*,*,532
2022,Gilbert Unified District,4239,Ashland Elementary,79181,22,95,86,107,101,106,107,101,*,*,*,*,*,*,725
2022,Gilbert Unified District,4239,Desert Ridge Jr. High,79629,*,*,*,*,*,*,*,*,512,517,*,*,*,*,1029
2022,Gilbert Unified District,4239,Augusta Ranch Elementary,79630,41,125,127,139,130,143,114,128,*,*,*,*,*,*,947
2022,Gilbert Unified District,4239,Desert Ridge High,79823,*,*,*,*,*,*,*,*,*,*,589,609,575,615,2388
2022,Gilbert Unified District,4239,Canyon Rim Elementary,79829,30,104,108,80,123,104,118,99,*,*,*,*,*,*,766
2022,Gilbert Unified District,4239,Spectrum Elementary,81145,24,61,74,84,68,79,68,81,*,*,*,*,*,*,539
2022,Gilbert Unified District,4239,South Valley Jr. High,85847,*,*,*,*,*,*,*,*,434,442,*,*,*,*,876
2022,Gilbert Unified District,4239,Meridian,87533,38,90,93,96,80,109,96,102,*,*,*,*,*,*,704
2022,Gilbert Unified District,4239,Highland Park Elementary,88401,15,104,114,110,108,113,111,124,*,*,*,*,*,*,799
2022,Gilbert Unified District,4239,Quartz Hill Elementary,89594,*,56,57,65,70,83,75,87,*,*,*,*,*,*,500
2022,Gilbert Unified District,4239,Gilbert Classical Academy 7-12,89606,*,*,*,*,*,*,*,*,118,124,108,124,89,147,710
2022,Gilbert Unified District,4239,Campo Verde High School,90124,*,*,*,*,*,*,*,*,*,*,506,486,489,461,1942
2022,Gilbert Unified District,4239,GPS Global Academy,91209,*,35,28,52,33,40,52,53,33,36,33,60,71,178,704
2022,Scottsdale Unified District,4240,Cochise Elementary School,5043,*,106,87,112,107,96,104,*,*,*,*,*,*,*,615
2022,Scottsdale Unified District,4240,Tavan Elementary School,5044,13,95,98,80,109,82,109,*,*,*,*,*,*,*,587
2022,Scottsdale Unified District,4240,Kiva Elementary School,5045,*,85,93,108,64,72,89,*,*,*,*,*,*,*,512
2022,Scottsdale Unified District,4240,Echo Canyon K-8,5046,*,32,33,37,39,26,29,40,34,54,*,*,*,*,326
2022,Scottsdale Unified District,4240,Tonalea K-8,5047,*,47,50,54,57,48,74,158,152,159,*,*,*,*,806
2022,Scottsdale Unified District,4240,Pima Elementary School,5048,11,57,57,70,68,58,58,*,*,*,*,*,*,*,383
2022,Scottsdale Unified District,4240,Hopi Elementary School,5049,*,119,120,93,108,133,145,*,*,*,*,*,*,*,718
2022,Scottsdale Unified District,4240,Navajo Elementary School,5050,22,69,82,58,62,63,86,*,*,*,*,*,*,*,447
2022,Scottsdale Unified District,4240,Hohokam Elementary School,5051,13,60,53,46,52,55,48,*,*,*,*,*,*,*,327
2022,Scottsdale Unified District,4240,Yavapai Elementary School,5052,20,27,26,28,22,23,30,*,*,*,*,*,*,*,176
2022,Scottsdale Unified District,4240,Pueblo Elementary School,5053,*,77,83,66,63,69,55,*,*,*,*,*,*,*,416
2022,Scottsdale Unified District,4240,Cherokee Elementary School,5054,*,112,93,94,120,103,106,*,*,*,*,*,*,*,631
2022,Scottsdale Unified District,4240,Laguna Elementary School,5055,25,55,53,63,48,63,67,*,*,*,*,*,*,*,377
2022,Scottsdale Unified District,4240,Sequoya Elementary School,5056,29,89,94,81,92,76,115,*,*,*,*,*,*,*,576
2022,Scottsdale Unified District,4240,Redfield Elementary School,5057,*,53,77,74,66,65,81,*,*,*,*,*,*,*,420
2022,Scottsdale Unified District,4240,Cheyenne Traditional School,5059,*,97,100,85,106,93,107,106,104,112,*,*,*,*,913
2022,Scottsdale Unified District,4240,Desert Canyon Middle School,5061,*,*,*,*,*,*,*,141,169,174,*,*,*,*,484
2022,Scottsdale Unified District,4240,Ingleside Middle School,5062,*,*,*,*,*,*,*,250,257,289,*,*,*,*,796
2022,Scottsdale Unified District,4240,Mountainside Middle School,5063,*,*,*,*,*,*,*,136,189,207,*,*,*,*,532
2022,Scottsdale Unified District,4240,Mohave Middle School,5064,*,*,*,*,*,*,*,231,275,289,*,*,*,*,795
2022,Scottsdale Unified District,4240,Cocopah Middle School,5065,*,*,*,*,*,*,*,266,315,287,*,*,*,*,868
2022,Scottsdale Unified District,4240,Arcadia High School,5066,*,*,*,*,*,*,*,*,*,*,416,382,429,398,1625
2022,Scottsdale Unified District,4240,Coronado High School,5067,*,*,*,*,*,*,*,*,*,*,201,180,193,172,746
2022,Scottsdale Unified District,4240,Saguaro High School,5068,*,*,*,*,*,*,*,*,*,*,392,398,347,315,1452
2022,Scottsdale Unified District,4240,Chaparral High School,5069,*,*,*,*,*,*,*,*,*,*,494,493,600,544,2131
2022,Scottsdale Unified District,4240,Desert Mountain High School,5070,*,*,*,*,*,*,*,*,*,*,452,463,475,504,1894
2022,Scottsdale Unified District,4240,Anasazi Elementary,6009,*,59,73,65,50,73,84,*,*,*,*,*,*,*,410
2022,Scottsdale Unified District,4240,Desert Canyon Elementary,6010,*,82,74,82,82,86,67,*,*,*,*,*,*,*,475
2022,Scottsdale Unified District,4240,Copper Ridge School,79639,11,39,52,45,55,71,68,74,98,92,*,*,*,*,605
2022,Scottsdale Unified District,4240,Scottsdale Online Learning,91286,*,13,*,15,14,20,19,27,19,33,15,37,60,74,356
2022,Paradise Valley Unified District,4241,Roadrunner School,5071,147,*,*,*,*,*,*,*,*,*,*,*,*,*,201
2022,Paradise Valley Unified District,4241,Campo Bello Elementary School,5074,*,84,81,77,83,97,74,75,*,*,*,*,*,*,571
2022,Paradise Valley Unified District,4241,North Ranch Elementary School,5077,*,59,72,67,70,56,68,50,*,*,*,*,*,*,444
2022,Paradise Valley Unified District,4241,Eagle Ridge Elementary School,5078,*,53,65,65,46,55,58,43,*,*,*,*,*,*,385
2022,Paradise Valley Unified District,4241,Hidden Hills Elementary School,5079,31,39,48,71,53,36,56,55,*,*,*,*,*,*,389
2022,Paradise Valley Unified District,4241,Desert Cove Elementary School,5080,*,54,58,65,59,52,60,54,*,*,*,*,*,*,402
2022,Paradise Valley Unified District,4241,Quail Run Elementary School,5081,*,86,83,84,79,69,73,84,*,*,*,*,*,*,558
2022,Paradise Valley Unified District,4241,Cactus View Elementary School,5082,25,62,78,88,73,90,68,76,*,*,*,*,*,*,560
2022,Paradise Valley Unified District,4241,Copper Canyon Elementary School,5083,*,70,65,68,60,73,90,74,*,*,*,*,*,*,500
2022,Paradise Valley Unified District,4241,Sonoran Sky Elementary School,5084,*,84,61,74,84,96,82,78,*,*,*,*,*,*,559
2022,Paradise Valley Unified District,4241,Desert Shadows Elementary School,5085,24,70,60,65,68,66,62,53,*,*,*,*,*,*,468
2022,Paradise Valley Unified District,4241,Indian Bend Elementary School,5086,*,77,84,92,63,84,73,65,*,*,*,*,*,*,538
2022,Paradise Valley Unified District,4241,Desert Trails Elementary School,5087,13,92,82,80,84,84,69,61,*,*,*,*,*,*,565
2022,Paradise Valley Unified District,4241,Whispering Wind Academy,5088,*,92,56,83,67,84,73,91,*,*,*,*,*,*,546
2022,Paradise Valley Unified District,4241,Larkspur Elementary School,5089,15,40,39,42,38,55,38,51,*,*,*,*,*,*,318
2022,Paradise Valley Unified District,4241,Liberty Elementary School,5090,*,45,49,66,45,61,57,59,*,*,*,*,*,*,382
2022,Paradise Valley Unified District,4241,Boulder Creek Elementary School,5091,*,71,74,78,92,81,91,88,*,*,*,*,*,*,575
2022,Paradise Valley Unified District,4241,Mercury Mine Elementary School,5092,*,77,71,78,65,72,75,83,*,*,*,*,*,*,521
2022,Paradise Valley Unified District,4241,Echo Mountain Primary School,5093,23,135,125,122,128,*,*,*,*,*,*,*,*,*,533
2022,Paradise Valley Unified District,4241,Palomino Primary School,5094,*,121,120,124,134,*,*,*,*,*,*,*,*,*,500
2022,Paradise Valley Unified District,4241,Sandpiper Elementary School,5095,*,86,73,67,44,60,57,47,*,*,*,*,*,*,434
2022,Paradise Valley Unified District,4241,Desert Springs Preparatory Elementary School,5098,18,42,52,50,48,56,55,41,*,*,*,*,*,*,362
2022,Paradise Valley Unified District,4241,Desert Shadows Middle School,5099,*,*,*,*,*,*,*,*,440,437,*,*,*,*,877
2022,Paradise Valley Unified District,4241,Vista Verde Middle School,5100,*,*,*,*,*,*,*,*,288,287,*,*,*,*,575
2022,Paradise Valley Unified District,4241,Greenway Middle School,5101,*,*,*,*,*,*,*,*,233,223,*,*,*,*,456
2022,Paradise Valley Unified District,4241,Explorer Middle School,5102,*,*,*,*,*,*,*,*,360,353,*,*,*,*,713
2022,Paradise Valley Unified District,4241,Sunrise Middle School,5103,*,*,*,*,*,*,*,*,230,238,*,*,*,*,468
2022,Paradise Valley Unified District,4241,Shea Middle School,5104,*,*,*,*,*,*,*,*,251,269,*,*,*,*,520
2022,Paradise Valley Unified District,4241,Paradise Valley High School,5105,*,*,*,*,*,*,*,*,*,*,495,427,455,483,1860
2022,Paradise Valley Unified District,4241,Horizon High School,5106,*,*,*,*,*,*,*,*,*,*,507,469,528,519,2023
